comment,mbti_type
maybe get izzie stalk full time,INFP
nah im attracted reserved one crazy,INFP
lad oh please feeling infp lady probably stalked point crazy,INFP
yeah dont get either think stalker cute honest definitely boundary mean guy creepyhad bad intention etc id report right away crush stalker well thats bad well there difference bit obsessed unhealthily possessive latter pleasant one nice zero im seriously jealouscrazy,INFP
dont like stalked like respect others much respect someone life spends time pursuing various interest include plus know consider people life reason seem cause lot obsessive idol worship kind love lot time there lot jealousy stalkersadmirers act people life sad,INFP
oh eden powerful art thou intuition know keep dark shrine candle attempt sound poetic anywayon another note second ex stalked various point life stalked indirectly following around stalked sending twenty plus text message day im kidding swear mobile phone month enjoyed he probably one guy stalked like entire life,INFP
confess feel really special people general discussion stalking confession still feel bad wouldnt want stalked coughimtotallylyingcough,INFP
get old whilebeing somebody entire world eventually cause lose least thats experience balance im looking daysbeen done constant attempt optimism even though thing pretty much suck moment exhausted today give big middle finger world getting bedif im lucky somebody notice food magically appear tin nut reeses piece nightstand look like thats breakfast lunch dinner,INFP
part love mutual obsession though isnt get general understanding stalker general wear thin find love back intensity thats becomes incredible one current stalker ramble allllll live long day kind tedious im similar moment youre feeling today actually pick,INFP
confession buy body image thing hate im educated subject know better matter many expose fakeness still succeeds making feel like crap way look know exactly far manipulation mutilation go advertising see completely digital impossible achievei recognize one look perfect illusion perfectioni recognize people born body typebut every day experience feeling good enough guilt buying superficial hype know ridiculous thing dont judge others appearance im ruthless critic im definite perfectionist feel like failure cant live even let others hook yep,INFP
dont know mutual obsessionid say love mutual respect love somebody youll realize need space need interest friend hobby spent year another infp obsession got hand point creating unhealthy crazy codependent relationship mutual obsession begin young entire world consisted saved day word terrifies crazy obsession flag really start waiving one loses obsession try leave relationshipnot fun life experience taught burn rubber next time feel slightest bit obsession anybody say case anybody elsejust experience fact stalker obsessive husband texted time morning love miss definitely picking upi turned phone im going back sleep thinkgodfuck stalker im balanced mental health day,INFP
confess wish could tell beautiful soul overrated whole body image thing really used ob thanks abusive ex manipulate ex best friend get today im still wondering life still think part important,INFP
one time guy told weird boob happened year ago still cry,INFP
feel ive told grow pair boob get back izzie think part far important value intelligence compassion everything guess thats confession know silly im embarrassed affect much logically shouldnt yet heart know make feel bad,INFP
oh please dont feel bad ashamed place many time life obsessively month,INFP
blithering idiot doesnt deserve tear girl im sure he wrong,INFP
confess people dont know deeply fall fall love various point old life assumed flirtatious open charming hide intensity whenever fall love deeply often wish point person soul blushed even allow also live lifei want one often miss get sleep one check frequently mobile phone one worry lot one whose word never leave mind one comfort zone trust value anything even friend one never forget apart like romantic movie scene head cant help heart beat crazily thought body feeling energy never explain whenever fall love deeply want beautiful person amazing person want understand every part small flaw quirk hide sometimes get angry underneath word sound normal past hard want certain goal way people look dislike something act little crazy like certain thing opening want able detect change easily mood social gathering often effected presence want face light sight even though many people around want treasure one thrilling beautiful breathtaking experience life want one often wonder often writes want secret wish want heart could save everything everyone even though also value space need independence see guy pursuing want smile thinkingthey dont know like didnt see cry didnt see light even though ideal worry talking guy bit haha want feeling heart deserve better rough time ever gone want feeling heart time never take away special want feel scared thought life without fear make search need want feel happy also want love often think true love sacred pure deep spiritual give biggest obstacle world easily often think heart connect certain way spark intuition depth way bring light world natural happiness though person best friend family never get rid matter hard try run away love feel special one even time never truly erase,INFP
confess used love eat johnny rocket growing favorite song golden oldie favorite cried lot stage life got sick people telling cry express emotion one time biological father made go washington dc th july woman sang song opened event think maybe trying something maybe manipulating try make think decent person lot dont know ruined way frustrating someday want go trip dc someone decent love geek together library congress smithsonian stuff doover trip done way make traumatic event past,INFP
ring ring hey whats friend much still cultus lake next weeke cryyyyy want cryyyy want friend everything alright complacent hrm friend mockingly dont care anybody say youre friend need shoulder cry ill still complacent wtf thanks get feeling thisll go around little social circle,INFP
american obsessed boob dry wonder canadian wow prick frustrating im sure youre super beautiful well late bloomer breast havent developed fast girl high school breast period looked little pointy round thankfully theyve shaped pun intended lolololol feel little better still ugh dont go around making fun guy penis dont appreciate making fun boob,INFP
personally im as kind guy generally curve breast seem like theyve overplayed past decade implant lift augmentation somewhat shifted attention pun id surprised people still overly obsessed breast guess youll make body part thread w poll find p yoga pant,INFP
issue woman naturally big breast woman shape size beautiful eye im sure mature men yes yoga pant comfy,INFP
played,INFP
agreed regard yoga pant numerous report filtering academia suggesting pant comfortable may inhibit one ability bare child know one greatest joy imaginable many people heartbroken thought unsuspecting woman may compromising future happiness true crusader life liberty pursuit happiness undertake task verifying pant appropriate type convenience please provide picture requested material deeply concerned lad,INFP
lol ive heard dont know measurement holy damn woman breast implant breast kkk n word think xd would think largest boob ever would n far havent heard anyone personally boob big yet crazy,INFP
here full grown honestly dont mind ill spared lower back problem future,INFP
kind pencil like cheap mechanical one know crappy one come big bag cheap cant stand using higher quality mechanical pencil nonmechanical pencil definitely question,INFP
handful waste anyways,INFP
lol couldnt agree,INFP
reading thread make feel sexually aroused bit weepy like watching several episode backtoback interspersed xrated scene tongue,INFP
handful waste often said make smallerchested woman feel better time brings biggerchested woman like awful saying real woman curve also objectifies breast purely man pleasure think love body dont need criticize unintentional may others process,INFP
well said sensitive considerate wrote exactly right,INFP
confess cat best friend favorite part waking every morning seeing cat lying right next,INFP
wow like read mindi thinking exact thought driving home today wonder asking much lover,INFP
oh gosh beautiful blog really talent writing seriously thought really coollaughing,INFP
even dont see still feel like he childhood lover ive never quite overgrown best friend ive never quite stopped trusting connection never stop connection many layer fake reality never penetrate time never control space never overcome like eye meet connection heart never stop seeing feeling even want force away wanted move found away presence mark various hard time testimony connection unlike others life perhaps wait renewed life renewal hope normal real alive beautiful want whole even wrong want take breath away lot time like ive done want see spark eye live breathe let take want love whether right wrong sense,INFP
twelve year continuous heartbreak found someone thing may think differently poor roud,INFP
im slowly surely ditching life created last year havent told friend think im ashamed,INFP
tell people controversial thing get mad feel uncomfortable unaccepting intolerant judgmental critical etc,INFP
thats usually find want friend,INFP
im curious know there controversial thing wink,INFP
could best friend know life would still controversial thing didnt know yet tongue,INFP
feel good right round pina coladas everyone,INFP
agree well think saying come divide seperates different group woman war instead getting along sister thats sister seen plenty bigger woman bring thinner girl go way need stop,INFP
really annoys couple bigger girl work started kind diet curious asked doingand got response need know skinny bitchreally never criticize weight id appreciate return angry,INFP
know mean dry even worse know try oneup saying dumb crap like oh well hip guy stare longer really frustrating,INFP
angry yeah heck,INFP
hate straight girl fight unless physical confrontation slow motion little clothing possibly involving kind oil something bored,INFP
hahaha oh baby wouldnt ideal could something wink,INFP
confess think izzie jump bone row beauty thread subscription received like email different thread quoted said something flirtatious row may suggest keep line,INFP
oh alright youve never even known said private shes used,INFP
must understand rowingineden go way back crazy lmao first conversation perc hahahahah see thats began crazycrazy,INFP
find worse people jump board compare body thin woman young child accuse men liking thin woman pedophile accuse woman dont care size male asset pedophile joisus,INFP
anywaymoving confession real life whenever like love someone much easy tell anyone observed well enough crazy im person tend much emotionally intimate rather physically sexually intimate message im one see love much emotional spiritual way also tend blush often although im usual reserved charming self member opposite sex also feel obliged share part everybody else know almost nothing,INFP
hate society brainwashes woman compete term look benefit bring happiness long run nope bahhdry,INFP
stop giving idea tongue,INFP
confess although sound opinionated time feel bit scared get scared sounding arrogant might something wrong life overlooked easily feel ease infps dont seem petty seem pure even different aspect dont judge,INFP
still cannot write deep word first love without cry trying choke back tear year,INFP
confess miss webcamming session,INFP
girl youre never even skype anymore,INFP
come msn cant sleep,INFP
whole institution world truly depresses terrifying know didnt care people world much would removed father told thats normal needed see somebody im starting think he right,INFP
hate world ive contemplated ending life im reason dont know reason dont know many time ive wished accidentally die,INFP
beautiful poetic would mind used concept essay im writing would welcome read,INFP
confess read even though im technically infp guy awesome happy also think might bit crush nostalgic blushed,INFP
didnt tell nice know someone still love friend much even long time often thought friend move easily,INFP
confession hmm well hang people know dont like becuase want know someone doesnt like still want hang feel like hypocrit dont get,INFP
confess trouble posting sometimes im used express share idea english think would post didnt problem,INFP
luckily youre user whose first language english folk like actually quite used talking people whose first language isnt english,INFP
confess dont patience screwed people get tired crap youre someone fit life stfu gtfo,INFP
confess want become cosmetologist said dont care phd doctor lawyer whatever say want future want people hair make feel good crime gonna go dream even people tell shouldnt life captain ever say go,INFP
know several woman cosmetologist truly enjoy life work yeah could thing know enjoy go enjoy fun lot good experience invest good shoe im proud going dream,INFP
aww thank tongue going challenge ill know become happy successful future,INFP
dont remember feeling ive experienced high school always supressed recently discovered blog recorded stored conversation prove ive old pc edit really flipping selfish im surprised none called itsorry ill try outgoing,INFP
think im gonna find thinking thing,INFP
confess infp forum feel like home feel like another family set friend genuinely surprised turned way,INFP
still get sickening feeling stomach whenever think past,INFP
secretly dont really care friend accept two one also infp clicked instantly beginning want never met anyone genuine vitality life try act like confident strong really shes scared insecure anyone else maybe really might sound fucked really attracts rest honestly say wouldnt care tonight last time ever saw like kind fell hanging friend hate listening problem mainly dont really want help want people tell right,INFP
wish could leave want leave everyone everything behind forget never come back feel like there nothing thing keeping leaving feeling obligated finish college feel like im going motion heart isnt motivation stay college rest family never finished feel obligated better looked mom dad remarried mom hate around petty people like one really relate want start making meaningful connection rather put fake people,INFP
intp sneaking ur threadz absolutely idea wanna life time time fluctuate thing rapidly almost seems like career eventually choose make happy short time find many thing far interesting im also nearly always alone sometimes worry ill stay way forever like think could cope situation would end destroying frustrating,INFP
relate somewhat ive moved around lot life never stability growing never childhood friend never meaningful friendship age even college unmotivated im learning need risk putting order achieve dream simultaneously hardest easiest thing may fortune shine upon endeavor,INFP
confess check pc every day sometimes facebook here feel pc,INFP
roger affliction,INFP
there one song really sum id like confess cry,INFP
serious note im post thought id also confess every time see new message appeared profile page expect someone wish bitch complain post mine may offended tell fuck,INFP
sum perc perfectly happy,INFP
confess one really good reason love getting haircut ridiculously sensitive scalp like love feeling sound comb going damp hair scissor snipping end crazy yes insane,INFP
may ask easy see english isnt first language,INFP
couldnt tell,INFP
noticed post said xx,INFP
love getting hair washed hairdresser,INFP
dont really know want try love fear ill lose somebody unworthy love someone demeans make feel like nothing,INFP
find ironic miss people technically never met miss many friend fandom support ive supported difficult time right though miss someone else combined truly wish small world saying implies here hoping email skype enough,INFP
ever tried virtual barbershop better headphone little familiar guy girl since guy dont get buzzed confession im ashamed admit ive read book entire life much amusement someone else im kicking butt start reading,INFP
tried reading anything joseph campbell preference nonfiction think youd interested reading hero thousand face lying around somewhere havent actually read yet friend though say absolutely fascinating go various mythos story throughout world culture confession im actually happy one patient rescheduled today dont know could manage focus enough right stupid brain flighty distracted today,INFP
year old girl killed recently around city girl grabbed national headline frontpage every provincial newspaper better course week see shes reasonably photogenic attractive confess wasnt attractive bet wouldnt talked day depresses bit,INFP
confess wrote make wonder number people paid attention ive gotten away lot thing life look doesnt make feel good honest dont really like got away easy society superficial suck conventional beauty overrated inner beauty underrated im sorry hear news,INFP
dont want depend people much anymore never anymore sooner accept better wrote another thread im kind serious dont want fall unhealthy trap want forever kill chance getting near biggest fear fear might become completely empty inside someday,INFP
thank nailing head andim sorry,INFP
angry used watch lot nancy grace,INFP
confess love finally people get saying dont misunderstands thanks,INFP
pretty sure im scared making dream reality potential shot fast potential going slip away dont get back tune soon,INFP
dont scared want scared might one day wake regretting let life slip away fear,INFP
working girl inc concern working young black female especially seeing today think much assertive people used around guess suburban child mostly white area taught docile quiet theyre told dont want come across uptight white affluent clueless doormat type figure like say hilary swank freedom writer crazy crap write journal thingy service learning class taking craaaaaaaaaap,INFP
watch bit sister act eh also one movie precious familiar congratsssssss btw,INFP
sister act totally one favorite film ever ive never seen precious im bit inexplicably obsessed whoopie goldberg thank laughing,INFP
always thought whoopie good movie finally saw view confession way handle awesome major respect person precious trailer,INFP
deleted,INFP
quote lewis lapham say rugged individualist often mistaken misfit every struggling infp must know,INFP
awesome quote,INFP
zen moment day,INFP
deleted,INFP
ive read contributed quite story would disgust humanity bother hahaha,INFP
oh shit,INFP
love looking pretty pic book bookshelf tumblr pretty,INFP
confess faked orgasm girl morbidly boring far shy even make noise fortunately one rare time wearing condom picked pace made pleasure noise swore little like fuck felt good slowly pulled clearly showing girl seemed completely exhausted proud laid disbelief someone could bad cuddled worst part started brag good,INFP
rash impulsive sometimesno wait timecrazy,INFP
laugh kid fall,INFP
chatting rowingineden webcamming im still thinking shit properly later hope itll crap okay,INFP
cry weird habit okay like touch ear lot many year like thumb sucking touch lobe swear like normal human ear theyre nice hard theyre soft flexible dont extend inch anything freaky like comfort soooo much touch frustrating wish could stop,INFP
fuck im dumb heading bear country bit apparently bear self defense kit would better suited fog horn instead machete year old woman dementia better idea fail,INFP
im weird mindspace right slightly melancholy slightly numb slightly overemotionalon edge tear increasingly angry wanting something violent andor sexual dark beast within hasnt fed quite time repressed gotten restless powerful rowdy pissed hope class tomorrow university day think theyre canceled potential new student go tour area dont know long light willpower keep beast cage proper damn could use rampage rrrrrrr,INFP
im meeting cougar found shes yr older saturday idea talk aboutgo figure blah blah blah blah blah blah blahfrustrating,INFP
die little inside people dont appreciate praisesbored,INFP
tend worry much everything everyone tend worry even online friend hah one best friend poked msnyou feeling need something im worried worry worry worry worry worry cant help,INFP
wonder infp forum agree infp,INFP
ugh hear genuinely enthusiastic people achievement time start think facade real deal,INFP
first love one purest hearted guy universe mustve idiot past,INFP
unhealthy infp lately cry often alone think best friend move away fun university stuff miss much never realized good made feel desperately needed,INFP
still analyze imaginaryreal fear wish free little idealist star inside,INFP
one many reason love intuition much feel connected soul many level,INFP
always wonder,INFP
used devour book would read go school next day would read dark concert finished book series would next one able focus anything got apart page anna kareninai havent read book outside class since last november,INFP
sometimes wonder maybe youre actually isfp shrug intuitive vibe get,INFP
yeah think infp,INFP
everytime see favorite korean celebrity onscreen always want sex fantasy world always rough dirty sex kim hyun joong would kiss body get rough would one moaning howling without control hot arghhh,INFP
feel like everyone around going graduate lead interesting life stuck rut forever feel like nothing look forward,INFP
feel frustrating,INFP
want learn practice genre writing ive never attempted erotica,INFP
find constantly secondguessing decision even completely irrelevant go hand hand overanalyzing nearly everything people say combined anxiety problem slight depression,INFP
feel like shes going reject weakness,INFP
confess today finally accepted need give love chocolate cooky chip soda coffee perhaps one day bakery sweet ungodly amount sugar salt get rid anxiety going tough itll worth end anxiety return depression ill lose weight better looking skin hair eye nail plain feel better every way good bye junk food fun together teenage year time move give healthier food chance,INFP
maybe usually dont snack home tend get tempted school junk food cheaper good food also im friend constantly eat bad thing cause never gain weight,INFP
ill writing blog tomorrow book told list thing avoid eat instead ill write tomorrow check hear friend like dont want look weird infront lol xd,INFP
like toxic said though im people thats eat never gain weight easier eat excuse dry,INFP
good processed sugar cause sort bad disease later life need quit tooexcept coffee literally cant function without,INFP
yeahi used drink soda drink lot go phase craving basically wanting mellow,INFP
joined adult personal site get cybersex partner member pic sport bra displaying much cleavage really face mouth thought looked crappy pic dude already messaged metried add friend spite fact profile say im androgyne wonder even know mean even read tongue must admit never really thought someone aesthetically pleasing nice ego boost,INFP
need sex line operator tonight female friend mine mentioning evidently hot phone voice laughed thought hrmm actually interesting idea stop giving free join cause,INFP
innocent schoolgirl voice phone sex sound scary someone messaged site want online slut order filthy thing replied well thats interesting dont think id good dont actually well taking order,INFP
okay confess already fun seeing happens adult personal site,INFP
got overwhelmed feeling tonight something sparked friend anger didnt realize afterwards alike noticed text message one friend act jumbled word heavy feeler uhi feel uncomfortable empty something know shouldnt value self override feeling im pretty sure mistook something elseim glad im unfeeling really sickening iim glad finally see im infp well,INFP
confess selfdeprecating sole lubricate destructive behavior confess despicable human put effort confess see bad people youre selfish confess idea came confess im one unhealthy ixfx ever know confess im addict pernicious lifestyle choice confess shaun morgan aaron lewis jesse hasek mark chavez mirrored personality lyric confess tabed everquest make profile upload picture write post,INFP
hello twin,INFP
confess objectified flattering damn stressful glad dont kind look make guy swarm around time crazy,INFP
tried year ago sort like frequently dizzy searching way feel good diagnosed svt allergy asthma hypoglycemia recommend checking article even though extreme geared toward hypoglycemics lot good idea help discovering might making feel bad wishing luck,INFP
still feel resentful time time past family first love dont show often want keep peace sad past caused face many instance found hard let second ex male best friend even though deep inside somewhere know seen pain known wanted save point know care knew part something inside already broken beyond belief hard life everyday maintain control projection idealism peace creativity wont slip anger resentment tear could scare everyone away want forget first love even though one destroyed relationship rather forced destroy loved much tiring one many thing drive want new self cannot dependent anymore want understand hope one day god open eye everything gone want save want sincerely believe deserve truer everything gone gone much mental emotional pain thus need stand even inward silence thus likely honest deepest thing ever written confession thread,INFP
toxic think infp fyi,INFP
someone know much purposely sabatoge friendship,INFP
blame nargles lose thing p wonder people think weird,INFP
izzie hadnt said would said youi struck honesty vision need improve life many struggle struggle,INFP
ive done least people past year im plagued guilt,INFP
lot attentionseeking thing around cute girl one something campus often wolf whistle woot wooo female friend mine naturally every girl area look thinking snag attention make feel silly theyll usually laugh theyll also tend remember fondly lady friend usually also blushy end benefit everyone evil trick know girl crush havent really talked case ill act like dont exist bit ill cruel trick look smile possibly wave say something like hey looking ill pretend like talking person right behind even dont know person haha ive weird convos notice thing make like sooo much sometimes thing beautiful reason seem unattainable quote evil,INFP
confess still wonder infps normal even reading theyve written still feel like im odd one cant communicate half actual thought feeling expression properly,INFP
confess hope didnt hurt friend feeling bit scared wont talk anymore last night hope talk case doesnt guess there nothing move,INFP
maybe flirt thinker online way bond understand betteri dont want feel like im biased towards infps crazycrazycrazy,INFP
im almost entirely biased favorably towards infps type seem boring hell lol think post outside infp section deal rest real world gimme infps dream world internet,INFP
oh laddie honesty make feel loved though almost might new best friend hug,INFP
bahhhhi admit prefer hanging infps,INFP
miss sad,INFP
dear people closest please back little let go little let grow person used never anymore okay also one honest deepest sincere thing ive written thread,INFP
one boy see hope talk later watching unrequited love play pain much,INFP
know stupid part make sooooo interested dont want disappoint sense end harder time talking think im best thing ever sigh reap sow eh find amusing look craigslist missed connection area though usually find little post time time interesting read general,INFP
show happy site blog write feeling people happy,INFP
im happy like feel free write whatever hell want,INFP
craigslists missed connection make rofl hard crazy,INFP
haha wait till see one people getting campus local place know gym like whore house something thing ive seen outside though sometimes look good head ill totally flirt around see many post get later day almost use gauge well im,INFP
sooo sweet sad one said siiigh blushed ill never get post lmao im sure get plenty lad crazy,INFP
ive many youre bored make ambiguous post email likely get flooded wish talked never sorta deal many desperate people message either clarification blatantly confessing love girl dating awhile back said didnt feel attractive posted nude picture sex portion site covered face eye showed email got literally got many email report post spam well though,INFP
emtparamedic took care wm rogers arena st paul date pm pdt reply post total longshot never got name dislocated knee tuesday night game ambulance mentioned live across street watercolour wanted thank helping buying cup coffee tea,INFP
confess love tank running empty,INFP
rejection iranian guy developed skeptical crush guy hell im mancrazy wink,INFP
get walk trust worth tripdont give,INFP
fair unconsciously given part life people ex friend particular someone used close past brainwashed mind kind fear questioned identity even lost loved one process living fear part past managed almost paralyze emotional level many fear much resentment fair gone countless abuse brainwashing part past yet made feel like everything fault made feel like mend hole pain inflicted inside others malice deception self interest least grown learn value result stand everyone responsible light,INFP
time slow pot smoking sun sun eye red run getting old,INFP
find suddenly exhausted artificial connection missing people care,INFP
personal blog facebook isnt allowed according people deleted blog post statue talking saying cruel mean stuff letting feeling talking big baby get crap well apologize feeling one bitch yeah sorry real bad time never spoken bitch talking behind people back someone suppose friend fuck lecturing want write stuff blog dont want hate something blog able write stuff want without pulled dont like blog dont read called twin someone think knowitall center universe maybe take every time go blog see comment wanna cry,INFP
really relate song,INFP
still secretly feel like dont quite fit anywhere even ive projected image positivity inspiration wish loved wish loved understood basically greatest desire honest end day sigh mask gone suddenly feel tired think find wishing side,INFP
english class last year teacher asking romeo best friend one knew tip tongue pondered feverishly remember clicked raised hand eagerly confidently exclaimed fellatio room absolutely erupted wasnt quite sure teacher gave playful smile thought fail corrected said close actually mercutio head sink low wrong haha clarify people later made joke intentionally,INFP
thank god ex cant see im perc crazy,INFP
need infp vote thread also confess started roaming outside infp section,INFP
lad understand really mean roaming tongue,INFP
people ive surrounded high school year estimate one half year school meanwhile im working everything im career focus estj infp come naturally regardless everything ive strived believe strived id hardy esfj infp professional mask folk know wouldnt want emotionally connect work developing extraverted secondary actually made feel confident happy sound like jerk anything negativeplease let know,INFP
saddest day think,INFP
talked local infp girl dont know well slight romantic interest week ago actually got know holy fuck fucken yacked yacked yacked worst part always laughing joke overly long period time point put phone went go something else come back still talking entertaining part entire phone conversation hitting end call button phone wonder many infp girl guy site like,INFP
confess secretly terrified social networking site,INFP
trace dream music heardlisten find mind based alone lose track easilyespecially wander uncharted emotional territory,INFP
every time see laptop per child commercial wonder laptop internet access wonder kid getting porn instead food clean water basic shelter education medicine,INFP
still believe magic,INFP
looking thread wondering happened infps signed site understanding story behind kingdom heart develop ne great amount,INFP
like mind work dude,INFP
confess daydream time day,INFP
envious infps good giving awesome advice eloquent way really wish could dont guy awesome dont take skill granted,INFP
alone friend,INFP
sometimes think belong book read reality sometimes feel like read fairy tale cant figure get back someone read back,INFP
tired living fear following expectation much life want real chance true,INFP
actually tired depending let go,INFP
believe fairy,INFP
dear best friend hope never read way honest,INFP
sigh turn calendar still august fail month lol,INFP
could avoid trouble actually calendar think time ive ever actually used physical calendar cut apart could hang picture around room much cheaper purchasing actual print,INFP
dont think ive ever truely love even though ive said numerous time two year relationship several year long relationship id rather hold pillow actual person also lead double life homelove life completely separate friend social life,INFP
oo wow,INFP
girl broke month ago met two friend worked one met one accident together year practically lived together year dont understand separate part life ive always way,INFP
whenever someone make simple spelling error us improper grammar pas negative judgment understand longer mistake habitual,INFP
know crawling bug image sometimes see internet ie surfing around saw something similar ignored kept glancing site actually real bug screen fail,INFP
update previously mentioned anxiety working girl inc well gave first hour organization today guess girl mustve liked one younger one gave temporary tattoo flower awwww,INFP
eeeee personal heeeeere go passionate emotional affair married man year older twoyearold son wife still cant believe threesome multiple time two best friend entire world couple,INFP
confess im kinda hurt let dissapointed tonight im gonna wallow feel like shit sad,INFP
ohhh fantastic hahaha,INFP
back high school exposed someone number crime went meditation individual school security principal parent manipulated family heavily detested kid psychologically distraught sent back home country brag others got deported looking back thing realize guy numerous amount issue im glad still ousted still think better parent get general scope much fucked yet knowing know sometimes sending people form prison one worst thing often feel little remorse brood hatred end wonder hell come back future try kill concerned make life exciting worry people around friend family he cut throat possibly worse hell sympathy bystander,INFP
whenever watch s dvd cant help always wish could bang kim hyun joong hot word crime put onscreen think poor soul captivated sexiness like,INFP
think part brain lesbian part brain straight dude part brain wildly flamboyant gay man im talking cher halloween ghey,INFP
oh curse fangirl xd somehow kim hyun joong never done much adore personality look quite good new drama playful kiss man pretty gonna lie still change hyori,INFP
korean stuff recall rocking sock would film called close cover close film starred karen mok thats cover lesbian martial art action type flick used song fanvid exgirlfriend video fandom mostly jane austen movie,INFP
ugh hell posted wrong freaking thread never mind,INFP
often feel like,INFP
think izzie bffs,INFP
oh stop activating intuition woman unless ask toand thats order kidding oh kim hyun joong ever discovered mbti suddenly came across forum would please ignore type infps bitch aint unique marry crazycrazy,INFP
dated guy unhappy fell love someone made happy went back guy made unhappy feel stuck guy told ex single want back lolim bad,INFP
always make want touch kim hyun joong drool,INFP
goosefish making looking sex post craigslist fun im confident matter put shell get shit load response probably regret wont read confession doesnt matter think ill use snippet dirty email sent girl dating curiosity standpoint wonder many girl find interesting hrm,INFP
ive seen every member close family naked im never kid smoking sunbathing,INFP
ughhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh hate people ignore message dont even know theyre missing,INFP
hug jina nice way wont feel ignored,INFP
hrm cant help curious sort like car accident,INFP
confess sometimes wonder lad stalk lot people forum take mental well analyzed precise organized note crazy,INFP
nah talk like regular basis sorry disappoint m izzie take quite mental note people real life though stalkerish mostly understand intent vulnerability degree manipulation call,INFP
know mr richie know,INFP
wanna take little ghost picture top pc home page make new avatarahhhhhh sooo cutemustresist,INFP
know rightits sooooooooooooooooooooooooooooooo cute keep looking,INFP
lad want friend manipulate manipulate metongue,INFP
uh oh confession keep contact friend keep lover love ive got damn figured dont clue really day really dont mind,INFP
wish people would try would force get serious time time help grow edited rant unrelated hate pushy woman type generally one want date theyre easy come across one actually want date sometimes feel like go hell back get chance,INFP
still dont get im student gov right dollar per meeting nice able handle really feel duped bc like addtroublded multippl listener horrible reader combine suck going meeting reading document shockedsad,INFP
miss hurt feel like shutting world,INFP
younger twin beat got scratched choked kicked co got pissed thing table living room put everything trashbag took picture called crap posted facebook odds parent take side doubt theyre even going make go therapist time need anger management sometimes feel like existence patheticand feel bad told boyfriend wouldnt let come get parent would get pissed say overreacted,INFP
sorry hear really messed parent take side sad especially saw girl need therapy right dont think reacting twin hot temper never chocked hit slapped scratched something wow chocked cant believe got pissed thing bloody table live house cant thing table get serious might need get away,INFP
confess last night heartbreakingly amazing would never dreamed someone would say word,INFP
im sorry hear advice might need speak people firmer come standing allow parent see hurt say overreact stand even firmly physical abuse sibling good,INFP
please go see school counselor nurse need put therapy im afraid think may stuff way need treatment parent arent going something go someone please need help arent sure go talk please pm go anyone abused whether sibling bully parent anyone else report seek help find people talk,INFP
feel unusually drained tired today feel apologetic keep wondering thing ive said done everyone god please let find way im tired already,INFP
mini story girl interested shot turn shes friend guy friend mine tried get detail post intended show guy friend may talk trash behind back case girl rich rich say actually shot romantic potential last night try get touch trevor say gen rich say girl name faith trevor say ah yes rich say apparently friend gen trevor say busty woman good easy lay hear warned lot emotional problem lot rich say ya told last night im making move said wed never work trevor say ahhhh yeah gen friend kinda rich say looked close photo perfectly honest told make move lol faith tried retreat safely sorry throw line fire quite guy pig never forget,INFP
time im thankful unusual extent socially reserved actually already know manipulative deceptive people,INFP
love flirting longest time never really much lately ive going crazy,INFP
fun regardless received definitely cause reaction invigorating love cause people effect,INFP
im really tired many men talk woman definitely including woman ought close like girlfriendswivesetc woman arent usually hear worse posted every day work often wonder woman realize casually scummy many men get come opposite sex,INFP
ya ive heard lot worse time guy talking cheating even actually cheating theyre blatant remember awhile back talking girl thought highly friend said know whats sad like guy friend would personally stand maybe good quality guy could treat girl right worst part theyre dating realistically cant recommend anyone,INFP
acted impulse amazing watermark,INFP
hah guyz even know woman talk men behind back crazy im sayn whistle,INFP
dear love confession written likely deepest honest spiritual confession tear rolled eye cried way would want single person know even cannot face sorry might hurt much talking past first love family impacted sorry forgot told third ex abusing needed let darkest content heart almost everyday thing could even bring tell family friend anyone else could hide anything felt peace come feel warm spark heart whenever remember tried comfort even though used abandon multiple time far past even told broken throughout year losing first love patient trying make smile even though thinking much pain thus understand time pushed away kill inside think done wish could take pain sadness away company girl hurt imagine never uglier hurtful sight entire life never cared much guy close girl always thought nature proven wrong hope understand feel love still love word ever say say soul know right agree dont justify world need let heart energy towards become even greater strength know used fight countless time family first love cried wondering meant realize losing even first love would become nothing compared losing connection ask dear lord take first love away ever life forever dont mind anymore even though went countless pain one love right please let return let u renew path know worth fighting sincerely heart might regret posting sigh,INFP
confess ill never trust anyone else ill alone lonely even better getting hurt hello world lonliness take,INFP
dont want critical child parent often mean knowing itll hard prevent sad,INFP
hope trust ive always found pay make time feel insignificant comparison good luck confess much love empathizing able empathise almost anyone situation im proud fact rarely let make significant difference act short writing word page internet wish courage let empathy manifest outwardly physically im longer afraid people think act way thats stereotypically antimasculine also confess im trouble determining whether post confession piss stream consciousness thread,INFP
cried hard writing letter second ex posted confession thread dear love letter fell deep thought overslept,INFP
sent email know going hurt good friend would worse say something really wish could either told face face maybe gotten courage say everything phone even would read like script except im pretty sure would made thing even difficult suppose least right hell time process thing contacting sigh day week like make really wish could actually go hide rock indefinite period time frustrating,INFP
