comment,mbti_type
dont understand unfriendly people would really kill little friendly,INFJ
absolutely agree also something really irritates someone share opinion wrought arbitrary aggression laden unsettling thing ex gendertargeted comment prejudice expletive etc comment becomes slew personal attack number people may indicated original purpose person opinion lost mix prime example would day spent reading facebook status ive word express amount emotional hacking go without cause,INFJ
dont time make lunch tomorrow could easily dont understand get dragged especially dont need make next two day havent noticed ive working solidly weekend trying revise exam affect predicted grade getting top double amount homework im used make matter worse ive remembered tutor want see unwritten personal statement crush reschedule sortof couldbe date next week honest think expected pick fact im incredibly stressed right would really appreciate youd make effort little considerate hate upset anyone oh god could scream right,INFJ
frustrated people weird morning people apartment dont feel like joining number one dont drinktheres reason hear loud slurry speech spit talk language littered unnecessary swearing stink really people hanging would like avoid state thank number morning know bar closed want keep partying bar anymore someone drank winewhich use cooking rude dont touch food house apartment people live behave oh yeah cant drunk female ask come sit beside tell problem personal dont like people space best time impromptu hour party roommate preferred social setting dont ask problem one problem number taste music suck,INFJ
really im work im answering phone im working calling several time im working isnt going get answer phone seem hurry get ahold yet call minute later dont answer send fucking text,INFJ
know dont really specific vent like lot negative impulse energy different avenue pulling towards one spot feel like subzero mortal kombat lol,INFJ
relate whenever im stuck routine ex class hw etc tend become increasingly irritable arbitrarily angry etc feel like call angry potential ie mixture potential could use come current slumporganize lifebegin moving toward big picture one emotion likely settle foresight plan first step,INFJ
feel sick cant tell nerve actual sickness blerg,INFJ
dont give stink eye following personality theory sit reading horoscope,INFJ
feel like im little empty miss angry making life le interesting feel like im losing touch need find something rage fuel passion moment feel relaxed make seem wrong,INFJ
hello completely understand youre saying anger strong emotion usually offer one control situation even temporarilytry converting anger something like fierce determination live life perhaps time selfreflection calm healingi hope find contentment spiritual freedom,INFJ
yup feeling emptiness coming actually lot people dont normally talk emotional cleansing happens noticing im able channel bit positive attitude able thing without driven negative emotion reading post thread like totally doesnt sound like feel right like im point cant even relate crazy,INFJ
yes emotional cleansingi think reason usually mentioned people automatically become accustomed struggle emotion etc there much learn fight behind scenesthe absence struggle feel bit like loss let go bit live present ready life life ever move forwardit emotional state make u believe variation backwards pause skip button moment moment suffer fight become renewed think alright able relate oneself constantly changing maybe youre recognizing perhaps personal transcendence couldnt happen happen unless let go commend admitting feel dont relate anymoreperhaps renewed self emerging person different light person dimension essence living im actually going something similari call fitful state im quite sure looking prepared something ex new experience new responsibility seen new light though perplexing people ive explained feel like different person emerging longer content sitting idle,INFJ
forgot softspoken im around friend shy,INFJ
tired superiority complex type infjs though simply yet claim want care usindividuals real gtfo,INFJ
treat something child vocal ive gotten youre cute aww poor baby people attempting court advise met briefly word advice eat patronizing fool breakfast come back time condescending snob buffet youve warned,INFJ
weve evened stake work time perseverence head falling open see crevice compassion focus heading south fire come push away run catch dragging back place pure freedom success record stop get stuck verse note following line thought burn make everyone leave method plan perfect execution contributes pounding head say letting go eros v thanatos feel change psyche like crack sealing shut hope terror expelled like steam vent sidewalk im packing away find care much,INFJ
since realized mother narcissistic read daughter narcissistic mother ive noticing superior attitude im really trying get angry tried talk dismisses used gaslighting got upset apparently hurt said hurt whatthefuck insane sometimes dont know talk like talking brick wall hate hide thing tip toe around thing see fe underdeveloped keep trying expressive feeling bssdbhjsbxjasbxa soooo hard mixed message crazy making still feel guilty even thinking anything badly mother feel guilty easily really unhealthy im frustratedjdhnjkqnhwedkqlwds,INFJ
think youre brat hypocritical idiot doesnt know shut always claim many thing youll manage next day value virtue make stomach chourn touchy attitude misconception make want bash head wall yes say want yes call whatever want end simply dont care dont know half story dont even know fifth im sick immature bullshit flowing mouth,INFJ
confuse least understand youre coming feel need shove away dont know defensive blaming responsible problem selfstoked anger insecurity wonder hide form see web weave around im trying hurt unless come bubble start trying make life hell im capable returning right back fair warning im happy enough observe flailings friendly distance annoyed enough doorslam nonsense really part intrigued think might infj wish could tell itll alright way understand im also afraid getting entangled drama come closer asdfghjkl,INFJ
hate selfish arrogant name preserving false sense control peace includes selfexaltation selfdeprecation know hard forgive people constantly hurt year trouble forgiving person thats constantly hurt really weird situation person know chief need god forgiveness he person ive hurt ive accepted forgiveness he given giving need ask forgiveness person ive hurt also need forgive person who hurt crap stand front mirror look eye say strange know evil someone done also know exactly thinking feeling time simple picture ive seen contriteness darkness know stupid decision made conflicted bad one made wasnt conflicted worse godly sorrow brings repentance lead salvation leaf regret worldly sorrow brings death corinthian forgiveness difficult give accept cant cling regret hate bring death ive already experienced destructive result im totally sure good thing ive got god friend help crap dont know id without especially god woof feel like vomited messy junk,INFJ
ive enough doorslaminfj ruthlessness thread much im doorslamming thread take yeah seriously girl broke sound like didnt chance getting know anyway pissy want know shes ever going want make contact perhaps ask better yet give time clearly need life get never completely end relationship kind leave alone get clearly understanding want understand doorslam keep really wanted understand infj reason youd talk infj brother cousin youre trying vent anger breakup internet infjs seeing next best thing yes doorslam yes see rude see know survival sure hell survival continuing isnt going change doorslamming isnt going get undoorslammed thats really want isnt want know magic word undoorslam infj person who doorslammed want bend see breakup go way think world work buddy never going happen get doorslam feel stake didnt warrant doorslam wouldnt got one face let go move apology involved relevant thread feel like im ago im im sick valid point brought learned thing op never going admit yes need doorslam preserve written well im sorry ive upset offended anyone honestly dont mean ive enough guess whole anger thing isnt going great alllaughing,INFJ
irritated make irritated im wasting energy irritated somethingsomeonepeople isntaernt worth,INFJ
past three week sick seen doctor specialist tomorrow morning see another specialist work hard keep need beyond seldom thanks heaped plate im irobot several fuck offs nasty snide remark took management playing game sickness within entity want part quickly away feel trapped vicious cycle study suffering cant get mind comprehend lack moral others brush tar crumbling sickness filth pervades air menacing voice im angry im allowing stress entity affect health happiness dont deserve quickly must find way better thing keep seeing dead endsscenes rich flowing blood cant even feel anger anymore emotion despair pain im hoping still strength within tear flow face eye burn head swim feel overwhelmed ever meant world hate horror dont care game even ignore pull along im hoping find way despite rut cant comprehend seriously wish could articulate better scarcely write bottle emotion im choking word emotion thought karma hoped exist dont even care dont care becomes want free healthy happy want appreciated respected,INFJ
snap loathe,INFJ
keep interrupting train thought tell video game couldnt give fuck subjected listening prattle cant see bored face look usually youre good noticing thing im trying really hard think ive completely forgotten also feel bad like anyone else around vent frustration,INFJ
made news today kid commited suicide bullied really really really like stay background hate spotlight couldnt people weak fight back dont place world anyways seriously triggered became assertive preaching principle didnt care center attention fire brimstone whole experience left headache said done sort little crash looked back realized acted like typical infj standing cannot stand didnt even think completely compulsory drive need overrid anything else going really dont like infj dont like compulsion nobody ever stood part say sacrifice stand others already caused sacrafice past anyways hate fact gain get nothing grief feel like slave programming gah,INFJ
really bother strong type discredit anything say attach much emotion passionate believe fact know doesnt make blubbering idiot doesnt know theyre talking people ability view discus subject completely unbiased unemotional doesnt make kind super geniusi personally think healthier f able lean towards able lean towards f sometimes long youre going either extreme perfectly normal healthy way possible extremely emotional person extremely intelligent time psi also think show alot strength able explore feeling afraid pspsi think literal intelligence emotional intelligence equally important processing responding world around,INFJ
feel happy handled situation least thats infj aboutlike said protecting standing someone cant always alot harder stand soon someone mess family friend would right behind situation said one ever know one take solace fact could prevent someone else going gift hope helped,INFJ
wanted say need people like world person said idiot,INFJ
relate feeling dont feel like like dont like way think act half time hard mean even know great sarcastic verbal store could destroy opposition stand preach stick people even dont believe cause fight resentment fault stood kid always got alcoholic stepdad little esfj brother often triggered rage would resent brother beaten next time would couldnt stand see grown man picking terrified little boy even though year half younger couldnt stay background see mistreated look face sometimes hate type day brother somewhat rift job take beatingsboy pretty revealing wondering click post button fault sheppard brought back ancient memory thanks,INFJ
kudos clicking post look like work done mission accomplished thats something really like place sense understanding permeating everything dont really fear judgment fear let guard reveal someone plunge knife chest dont care opinion people feel like good people meaning well least know meant well zombrelover aizar youre telling basically thing least want hear never asked job supposed calling sort never asked dont want telling value job need done make ask question said know mean well im gonna fine headache subsides manage get sleep dont worry think would useful would someone kick as rather give pat head general talking pull together man foot soldier cry baseball since vent thread cant believe cast woman year older cary grant mother north northwest outrageous,INFJ
fact care stuff whats beautiful infjness,INFJ
goddamn guy dont know emotional support going make post long ago earth infj male seen feminine helping cause youre making tear thanks though,INFJ
fucking fuck fucking fuckgah,INFJ
could fall id see unfold id never witness enchanting garden like fathom lust empathy honor hold pillar crazed epiphany thee unspoken soul,INFJ
shown cypher beneath clone delusion dreaming scream hoping creativity best noise poise wrestle voice turn blind ear poet drear wisdom word may pick turn theyll lead road desert scorn turmoil upon turmoil encounter revealing plot sanity hold sanity dream design never feel alone insanity another clone,INFJ
never bad thing lack hardness heart,INFJ
hate hardness heart way eliminate receive sledgehammerlike blow,INFJ
dear exam im take dont define impress meand havent even switch side brain delve absolute concrete dare say common sense academic math unforgiving mistress shall meet halfway youre going screw factoringi know infj would like tell im titanium flower baby bring,INFJ
really make wonder people end dating people theyre datingand yes generalizing two instance global population,INFJ
fucking kidding youre coke swear life baker acted faster snort next fix,INFJ
forgive think bathing dog every two week much claim yes even type fur especially flea even get info seriously think make half thing say please refrain ordering people around like incompetent slave really find ironic seeing dog almost died due neglect past let u forget even cold neglect dying mother tired holding back life youre going remember truth ugly snobby little brat keep selfrighteous little hypocrite see work ya,INFJ
dont worry cant let go usually stake high everything truly line game im proven warrior logically physically altruistically cant stagnate impossible different way stagnate dont clean mess build push push back cant open next door holding back without help dont push back help push break go find spirit water find rejuvenation door open take eachother back eventually know eachother well often time break door together rather hide fear force eachother either help push get way dont ever fear stagnation long though could lessened along repercussion cooperation beginning communication always perhaps life infinite set door open dont judge others door shut perhaps open death perhaps test die easier based many door open door opened empathy love determination help,INFJ
everyone life swear manage fall time stuck picking everyone truly great people dont consider negative part life tendency fall apart around every month help one time keep using happy one emotional spring board like every month crack knuckle yawn tomorrow prepared magic gildar,INFJ
hard time controlling urge troll trolololol reeeeeallly wanna troll cant im leaving computer hour hope desire go away ill post instead,INFJ
boy vent despise people take word misunderstand something proceed skip believe road absolute logic debunking original idea based bullshit interpreted key tip keep back pocket understood meant allow moment verbally roundhouse kick opinion shape youve got wrong impression edit post hit hurt far know suddenly much wrong impression idea one belief right ambut come expense misunderstood thought occurs like dam breaking dont want saved dont need saving dont want anyone leaping mountain donning suit armor want understood,INFJ
claiming misused abused im presenting case space claimed made sane ever changed malicious way dare stare face face ill laugh walk awaydumbing make pay aint way dare need waste breath make stress heaven forbid shed tear fear would need rest think simply forget game changed unnoticed yet played word vague strained ever speak dont even ask wonder caught end youre right change changed way thought good day,INFJ
entj father hate keep hurting mum im going snap throw emotional sht open see even cant hide run ill follow hide ill turn light want go road choice dont pretend youre one as youre one who never made real effort family ive enough sht keep wont hold back,INFJ
hm dont really know make advice felt need give saying hasnt really helped make le convincing dont understand cant think thing cant prepare conflict conflict rational seem believe people either love enough work thing dont simple marriage advice five year ago equally silly bringing leaving cap toothpaste people deeper issue argue stupid thing dont agree family meeting best way solve conflict already scarred one thank unbiased party problem one person think unbiased leading whole thing dont get dont old fart understand thing know handle relationship take love yes really simple yet one thing missing little recipe impressed efficient little guide,INFJ
enough word vast vocabulary express much f dont give may think right truth isnt enough judgment world decide valued anymore,INFJ
aw fricassee could stupid forget prior engagement negotiating time switching someone elsenow change time feel like idiot edit beating flakiness mine paid better attention schedulebut jump hoop thing stupid pleh stay course solution possible itll come,INFJ
ratio active seeking male relationship online mostly pertaining postotherwise greatly outnumber active female seeking thing,INFJ
discussing criterion friendship v relationship go another impromptu decent incessant curiosity yet another glimpse cluttered office im sure imagine inner sanctum enlightenment youre friend use term loosely like know demonstrate even much eat dirt know envision mind friendship relationship stupidly give regardless whether people choose keep around stick around youre one comeandgos attract much cant one cant sake inner peace tranquility stop knot forming stomach whenever start serious conversation dead carcass banter weve abandoned every time open mouth move finger youre addicted texting fool feel like im judged dissected dont know youre looking feel im forced show different dimension even ive sworn vowed take seriously wont notice course youve never taken seriously im interesting way watching caterpillar eat side leaf fascinating child perhaps youre kid holding magnifying glass ant body dont know go vibrating phone ill survive one youll see thank god dont understand fully perplexity infj frenzy put id probably explode leave covered shame,INFJ
good question stats make even confounding around male population gay v around female population gay citing various source female outnumber men removing sex orientation figure based average various count presented adjusts roughly population hetero woman population hetero male cancel people committed relationship according source gay hetero couple mean population single broken mean single population female including gay leaving hetero male single gay leaving population single hetero male every straight single male straight single female yet always seems way single men truly one life mystery,INFJ
speak usual,INFJ
otherwise guy would get comfortable wouldnt worth anymore,INFJ
single men looking relationship survey consistently show married men contented people country followed single woman married woman next single men falling bottom slot know stats otherwise attached ppl,INFJ
guy text lot id say he simply interested topic may main thing mind,INFJ
want stop pain ripping apart soul im mr selffixit,INFJ
wow picking argument reason clearly youre mastermind preplans every move id fear person far worse one erratic tendency stand behind original comment perhaps took perfect segue verbal showdown took absolute truth leave alone dont care match intellect dont give damn whether considered worthy verbally spar youyou reduce common human practice communication regrettably painful experience argument seemed like character dissection discussion reeked bullying infjs view though im whole person capable change fitting society quite well wouldnt happen awaits cant happen alternative doorslam coming keep tempting itll resounding shock youve ever received,INFJ
wheres emotional offswitch,INFJ
stats doorslams yeah ive calculating today talk infj doorslam sooo inspiring infj exclusive thing btw first love high school fell love doorslammed doorslammed finding shes ok total number friend doorslammed total number romantic intrests doorslammed total number wife doorslammed total number wife relative doorslammed approximately total number wife friend doorslammed approximately total number relative doorslammed approximately total number cousin doorslammed approximately total number forum doorslammed total number forum member doorslammed total number men want compete doorslammed im still alone feel lonely thats epic thank much nice day,INFJ
im sick tired people thinking infjs always gentle kind loving like jesus mean sometimes say hurtful thing dont leave alone im kind mood wont say bet infj mean leave hell alone say leave alone,INFJ
every time venture social gathering sort choke vomit brought witnessing endless amount gross display masturbatory act commentary nearly every person see ever willing puff chest flex selfassured beauty brilliance expectation asshole thoroughly licked clean surely nothing short jesus christ looking back mirror wear mask exhausting flawed every way thing believe constantly proven wrong would act presumption right rather acknowledge merely given point path ill likely never see end,INFJ
tad lonely tonight,INFJ
love dont lonely,INFJ
everything center around cant thing mine instead criticize surfing internet lot meanwhile spend time playing video game browsing chan im terribly sorry enough interesting thing online keep entertained im constantly seeking attention sometimes seems like youre dependent like dont know fun always want around hardly ever anything make feel like cruel want alone time im sorry find draining lied dont find everyone draining anyone im around wont let breathe everything make feel guilty know know ive saying ive going bed hiding room staying late every night every weekend morning cant stand around time always asking want something last fucking time want something tell quit fucking asking im going anything unless want matter many time ask important thing life im sorry cant understand need im wish would believe say im heal guess since im sharing many detail make doubt doesnt matter online life quit judging every move make saying youre judging doesnt change fact like mention thing like many cigarette ive far week dont need parent,INFJ
huge family,INFJ
remind get bad side lol,INFJ
thankfully im feeling much better bad night otherwise im quite chipper,INFJ
glad feeling better either way like passion,INFJ
aw thank made laugh smile sweet little random,INFJ
rant vicious enough im waiting soon wont know hit keep spouting passive aggressive shit well see come top here hint lose,INFJ
italy trying convict innocent girl murder pretty disgusting using someone whose dna smeared crime scene witness testify completely disgusting,INFJ
know problem alone dont get trying accept bit didnt know signing keeping company time im sorry dont like thing like dont want watch thing alone therefore go without watching thing actually im sorry never asked get barely alone time feel guilty sitting alone alone issue fucking problem yes problem everyone spend time alone alleged introvert dont ever drain dont tire,INFJ
assertive rabbit always like slow turtle dont ever want accomplish anything turtle like im carrying heavy equipment remember told last time rabbit get much done think turtle truly shake earth ever fed enough reveal aresenal shell yes rabbit always want see trick kid arrogant rabbit try make turtle rabbit bitter turtle isnt patient rabbit vice versa well society attempt patient woops trying clarify heavy equipment equal repressed emotion excessive caution insecurity careful ill woop rabbit as lol,INFJ
feel particularly misunderstood lately ive trying straightforward simply spoken avoid seems like people add saying twisted different meaning saying mean im frustratedddddd,INFJ
certainly didnt see coming least quickly nonetheless im different person evolving every moment particular moment im donning mask indifference taught character behind face ill return unscathed arent worth self unified,INFJ
really worth anymore,INFJ
sigh people see sometimes evil others sadly see others reflection darkness theyll never know theyre blinded thought,INFJ
welcome doorslam,INFJ
maybe next week easier manage bored,INFJ
,INFJ
fucking old as outdated software funny called quickbooks run slower fuck load faster im gonna lose,INFJ
one blame dear goodness cant get decent sleep schedule bored,INFJ
dammit want know want job everything id like either wont pay bill music massage therapy etc involves million year school physical therapy psychologist dont want either ive questioning want year never seem come closer solution job involved child cleaning want something different goddammit frustrating dont know,INFJ
really really reallllly want people stop copying pasting im spreading awareness cancer status face help cancer im pretty sure everyone worldly enough social networking website worldly enough aware cancer want help cancer advertise link donation website go fundraising posting something say know lot think youre cool repost wont know friend accomplishes nothing,INFJ
reminiscing reliving ive made right decision one pending may become part broken mangled string stupidity natural course thing powerless stop choosing powerless afraid losing lord help afraid losing truth opportunity know truth everpresent transient guideline living opportunity unique uniquely jaded nurturing terrible mixture alluring blend im hoping lost im hoping window slam closed strong wind saving grace door keep illusion away want want keep closing properly,INFJ
okay seriously socialize im sitting stair doesnt mean im sad im standing alone lot thinking mean depressed pissed fact dont invite talk circle looked sad invite talk want talk pity even dont like socialize time dont like guy dont mind alone people misconception,INFJ
oh god hear im staying hostel abroad right hostel kitchen last night making stirfry dude came said hey dont stand get involved sitting pointed table way away sounded like overenthusiastic camp counselor wtf im obviously cooking content cook dinner peace afternoon wandering around city told thanks briefly kept cooking dinner spent next half hour avoiding looking direction dont people realize im perfectly comfortable come along ruin im sure probably think im sort social freak im cold unfriendly etc old stupid song dance,INFJ
derpy mcdonalds story friend seeing sign saying accept bill oh take yeah friend take yeah friend give look say anything smaller friend go get someone else suddenly three people window hold bill hand four finger sort snap like pushing together pulling taut ten time proclaims crunchy talk little bit man take money give u change lolwat,INFJ
think really fucked someone would rate thread people share artistic creativity single star dont like poetry keep open act callousness stand there problem take directly dont ever rate thread people contribute work single star pathetic callous ridiculous open call whoever fight people take feeling something dont pick others involved especially youngster starting life learning share work take kind bullshit,INFJ
people rate thread dont know dont like dont like mean understand saying possibly discouraging others idk shrug,INFJ
dont care thread get rated one make mad there thing common sense im creating drama purpose ive enough bullshit going background there limit passive aggressive behaviour provoke anger people contributed thread deserve better thousand thread perc without rating dont give shit thread getting rated ive created forum get praised many without rating dont care people posting thread confidence issue sharing work care anyone get discouraged even strong enough intent behind action infuriates there something going background im fucking reveal public sphere continues particular thread create know im dying reveal ni screaming anger rage pathetic whoever person fucking come pathetic instead trying indulge mindgames,INFJ
wow well mean confident yeah pretty petty shitty,INFJ
didnt know thread rating either couldnt help smile enfj thing get pissed lot going around dont think people share work open forum arent able take good bad,INFJ
thread talking,INFJ
well sound like he saying though actually criticism like pettiness actual malicious attempt harm someone el feeling versus criticism thats mentioned hidden background stuff sad make upset especially aimed youngster mean selfimportant pick people especially said person adult picking childyoung adult shake head reminds nephew get picked lion game wear favorite player jersey adrian peterson viking dont understand,INFJ
one mess friend damnit im back asshole feel better obligatory disclaimer related,INFJ
im angry today said something shouldnt share opinion knowing didnt want delve much ive come across way never intended dont really feel like explaining general public dont like regret feeling,INFJ
enough auto fellatio already personality type blow false pride likely trying convince others something embarrass shut ok,INFJ
know dont let rain parade neener neener neener neener welcome ignore foo related stuff,INFJ
reminiscing reflecting recollecting part necessary go back time time gather information however im finding jadedness matteroffact perspective realistically memory hurt rejection really mean say one generalize idea color bruise vibrant language really mean say perhaps know well making difficult consider another may want oh dear cycle cynicism dreaded one perpetuates hurt indifference another projected onto time height openness willingness explore one im planning project someone interest make mistake approaching trust one clearly havent healed,INFJ
went feeling ok crap gotta find something cheer nothing ever go want aggravating sometimes vent short guess,INFJ
moral responsibility term structure yet includes structure power wonder beauty thing good thing used defense mechanism lack proper faith needed disclose weakness insecurity relate another human good king one people never unless absolute last resort,INFJ
thing shouldnt way deleted post,INFJ
birthday today everyone forgot family got taco salad store otherwise refused anything instead brother took car go drinking lake refusing give quick ride nearby mall get present mom disappeared work stuff woke screaming fight youngest brother brother letting friend eat food house im mood pick fight honest next punkass something without job come thinking running soup kitchen going get earful seriously pissed infj satisfying thing ive done today blow steam infp sisthank god cool infps,INFJ
happy birthday im sorry day wrought stress,INFJ
great attempting decide banter something deserving earful believe drawing shadow mounted halfimagined portrait someone mind growing shell tonight contemplating newly bought mystical poem rumi spinning word poetry prose word better served thrown wind pair hand may catch grasp choke want,INFJ
le vent one therapeutic typingdiscoveryourselfmore thing feel really need right maybe one bloggy thing cue wall text dont expect anyone read needed get okay past couple day previous boyfriend coming head unusual yesterday blue suddenly overwhelming concern much started wonder hed died committing suicide something like went phone see number yes texted going decided leave havent heard back entirely possible he changed number he pretty major crap happen personal life last year maybe he ignored maybe deleted number doesnt text ignoring dont know however using super stalking skill managed find facebook profile sparse enough tell last year made jaded person couldnt stop thinking later night going detail remember relationship back year school lasted month thinking memory pop one got chocolate nut valentine one day talked would married said marry would make went say many kid wanted ive always remembered two thing distinctly way went female friend advice started shutting came realisation im terrified commitment ive never held serious job longer year ive never relationship lasted even month ive sabotaging every relationship ive either somehow know could never last make look like person fault fall apart someone who alright start getting serious freak shut door emotionally last serious relationship going fine wed even moved together soon said love moved going back fella senior school thngs like get sweet hate talk female friend couldnt talk hadnt let didnt know dont like nut found offensive talked friend relationship instead could know broke heart even smiled asked id go end school formal prom told going someone else knowing would hurt treated like lovelorn puppy like somehow didnt know get someone move granted yes far young even relationship excuse still valid far whole picture scared way enjoyed small thing like treated like idiot would text silly little thing like getting paint bellybutton treated though immature thought naive immature stupid could see reflected thing much enjoyed scared couldnt face im still trouble facing year broke remained friend knew still keen knew hurting flirted friend ignored purpose made bad guy always interested getting message wasnt interested last year asked said wouldnt even give hug found mutual friend month later going another classmate mine felt pang jealousy time put way id always gotten attention form wasnt going happen anymore ive always made clingy exbf wouldnt move imagine dream guy quality hed sense humour etc always terrified opening anyone even week ago thought feeling strongly sign weakness one ever related shut feeling thought strong thought bettering really stagnated feel leave goodness sake im confused right mean he even person knew last year time army changed dramatically cant help wonder suddenly taking interest he broken man he fair share bitterness life dont know anymore someone knew well he changed want read find truly interested mean im loss sent text message got reply right okay he either doorslammed he changed number know he essentially person army changed attitude thing he become almost identical aj army jerk city really due large army presense want fix feeling guilty couldnt face thing would likely far better time dont regret anything ive done sure ive made really dumb decision made went back id probably worried ill never meet someone like he person could live feeling responsible situation outlook life im confused helped feel tension lessened know many flaw know think anything id change isnt anything im stuck cant even tell want friend friend creep barely used facebook profile guess there urgency know ill moving elsewhere soon could deployed overseasinterstate time dont know he far gone cant reached anymore he far gone he permanently aj land dont know could emotionally stable enough go relationship knowing could actually work unknown factor suddenly throwing everything air happy birthday think everyone deserves great birthday,INFJ
would steal flower poor front garden,INFJ
hey infjs never thread usually spend time infp vent thread gotta say feel home love angry everyone guy swear feel like im infp swears get mad folk exciting love tell like,INFJ
honor post officially welcome thread shall deliver vent complete eloquent expletive im shadow rebel lurking inside dislike layer obligation laced layer authority doesnt darken dynamic ive left massive verbal shit table im door sometimes one cannot control thing coming someone docile,INFJ
sick emotionally weak longer controlled emotion control sick straining relationship weak handle thing one deal problem uncontrolled emotion say piss,INFJ
honest dont like dont like ruthless selfish hate manage find million way cynical everything hate thing often dislike everybody else hate ive gotten needy time miss genuinely feeling like wanted appreciate people oh well,INFJ
cant see better worse taking place top hierarchy becoming king submitting hypocrisy face equality,INFJ
dont want friend friend anymore wish id stop calling friend dont really give shit,INFJ
look know kidding telling important paperwork read calling joke funny different way first time read already signed stfu important paperwork important shit p already read wth,INFJ
whole situation weird inappropriate fed im completely honest really truly much worse give credit thought everyone least growing guess appropriate thing given highly sensitive past thanks said used push would treat situation gingerly respectful make effort clique together always work towards mending thing maybe im paranoid point imagined guess damage done damage method acting like anything bad uncomfortable never happened never apologizing acknowleding thing always apologize acknowledge wrongdoing one ever youll tell occasionally like hard time keeping though almost likehey like forget anything thats said done whats wrong get making difficult way seems place blame back like ive become sort fall girl black sheep dysfunctional family everyone act like thing happened went normal dynamic agree yes would shocking werent making someone spends holiday weekend special event year constantly feel like outsider alcoholic townie clique werent perpetuating cycle utter disrespect towards thing said youre far inside cant cant get away refuse accept life know even try pit u really scarred emotionally way didnt nineteen year old started knew really screwing boundary making uncomfortable constantly present situation shouldnt part thing said hurt guess didnt realize impact adult twice age playing head mean girl life truly creating sometimes forget since started young part life long little truly deserved start feel like im overreacting like cooler accepting try harder dont hate adult hard break away insecure little girl defense mechanism though situation like friday continue happen inch towards really dont even know feel like think im crazy sometimes there point trying explain ive taught trying impose boundary offensive world actually garner even le respect im beginning question approach given therapy idea providing opportunity growth im starting realize likely stunting clue fix without something dont want putting feeling forever,INFJ
stupid assume much world base opinion around life experience even though experience isnt important thing world always right exception know truth everyone else know nothingwhat load crap im really sick tired everyone thinking way right way certain way thing doesnt mean best damn lifestyle planet im trying put anyone foolish think perceive others stand tall argue shouting know true god dont agree youre complete dumbassit get u,INFJ
really sick catastrophic projection thing going turn going grow someday,INFJ
seriously wrong dont respond well nagging seriously shut fuck swear life never read book suggest ever,INFJ
get bored easily really irritating need people talk,INFJ
completely utterly fed tired anything properly need time catch weekend,INFJ
since philadelphia roll translate philly cheese steak sigh wanted,INFJ
let know work ya ive got ream data topic yet draw conclusion im concerned accuracy observation,INFJ
infj really need venting thread isnt purpose thread im sure topic exists dont feel necessity vent,INFJ
know youre new getting feel thing also understand post halfserious halfjoking however want clarify thread came thread came sequence event led revelation many infj member felt need vent feeling personal life trauma experience reserved creating new thread venting thread didnt exist infj forum like subforums thread real need helped dozen member release emotion seek help get help needed hope didnt sound cold harsh im trying reiterate infjs need venting thread,INFJ
thing thread created specific agendafocused ventingfocused helping view thread dump temperpet peeve dont need analyzedcritiquedhelpedfocused hey suck move vent relate infj functioning venting whatever thread relief restriction making entire thread dedicating infj baby threwup brand new shirti almost died reckless driver morning,INFJ
one listens im rightfor hundredth timeand next time predict future see writing wallthey still dont listen say right drive nut stumbled upon infj thread day needed read related much thread great reminded crazy psychic alien life form another dimension unless,INFJ
required usi hope get hide away rest soon,INFJ
eww burrito thought,INFJ
reminds,INFJ
wasted post cuz like number many negative association grrrrr,INFJ
pull wool eye emotion crack whip rather wrap cord around person wrap around cold memory bloated pride bind two together marry remember tangibility worst fear snuff candle light within another question fault question rise challenge calm tumultuous water emotional mind better known heart hint must always else could possibly understand live day day project every word mirror learn something set free edit post thought earlier crucial completion thought human nature persists regardless demeanor correct complete denial possibility instance shadow self lead good doesnt therefore let u kind civilized kind civilized willfully ignorant perhaps thats real danger,INFJ
idea putting bullet skull becomes increasingly appealing time go knowing purpose life form nothing use certain kind energy transform thermal kinetic energy stopped trying find true happiness ill get back concept happiness reason believe wouldnt possible seems like main reason havent killed yet genuinely feel although dont posse free manipulate people hence although cant change life still morally obliged work towards shaping life future generation better see although poetic purpose life idea letting others go nearly unbearable pain feel every single day still repulse could never leave world without first power change thing currently ive started thread promotion development lack thereof empathy word nothing despise world currently live point feel compelled destroy nothing love world could live far dating go truth ill never romantic relationship simple reason even someone similarly mentally deviant masochistic suicidal someone comfortable role martyr would likely never take risk trying fix physiologically impossible normal woman fall love someone could possibly threat life could possibly worse life im living one youre fundamentally good treated though fundamentally evil least struggling physically ie starving dying illness knowledge impending death would allow happy knowing would able leave world without guilt oh well guy thank mother unconditional love indirectly keeping away selfdestructive destructive urge id definitely dangerous sociopath hadnt presence life im sure post attest life paradoxically dramatic disappears shadow edit one thing really wish people would read reply recent thread stress behold painful life one think rationally irrational thing irrationally rational thing,INFJ
learning accept fact im crazy psychic alien life another dimension bawls back drawing board xd,INFJ
alienation apparent reason,INFJ
